"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Central Java","IdKedir","Phonetic alphabetic writing","1","","","","simple","simple",""
"Central Java","IdKedir","Lists tables and classifications","0.9","","","","simple","simple",""
"Central Java","IdKedir","Calendar","0.9","","","","simple","simple",""
"Central Java","IdKedir","Sacred Texts","0.9","","","","simple","simple",""
"Central Java","IdKedir","Religious literature","1","","","","simple","simple",""
"Central Java","IdKedir","Practical literature","0.9","","","","simple","simple",""
"Central Java","IdKedir","Fiction","1","","","","simple","simple",""
"Central Java","IdKedir","Articles","1","","","","simple","simple",""
"Central Java","IdKedir","Indigenous coins","1","","","","simple","simple",""
"Central Java","IdKedir","Paper currency","0.1","","","","simple","simple",""
"Central Java","IdKedir","elite status is hereditary","1","","","","simple","simple",""
"Central Java","IdKedir","formal system of hereditary social status","1","","","","simple","simple",""
"Central Java","IdMajap","Polity Population","5000000","","","","simple","simple",""
"Central Java","IdMajap","Polity territory","500000","","","","simple","simple",""
"Central Java","IdMajap","Population of the largest settlement","100000","200000","","","complex","range",""
"Central Java","IdMajap","Administrative levels","5","","","","simple","simple",""
"Central Java","IdMajap","Military levels","5","","","","simple","simple",""
"Central Java","IdMajap","Religious levels","3","","","","simple","simple",""
"Central Java","IdMajap","Settlement hierarchy","3","","","","simple","simple",""
"Central Java","IdMajap","Professional military officers","1","","","","simple","simple",""
"Central Java","IdMajap","Professional soldiers","1","","","","simple","simple",""
"Central Java","IdMajap","Professional priesthood","1","","","","simple","simple",""
"Central Java","IdMajap","Full-time bureaucrats","1","","","","simple","simple",""
"Central Java","IdMajap","Examination system","0.1","","","","simple","simple",""
"Central Java","IdMajap","Specialized government buildings","0.9","","","","simple","simple",""
"Central Java","IdMajap","Courts","0.9","","","","simple","simple",""
"Central Java","IdMajap","Formal legal code","1","","","","simple","simple",""
"Central Java","IdMajap","Judges","1","","","","simple","simple",""
"Central Java","IdMajap","Professional Lawyers","1","","","","simple","simple",""
"Central Java","IdMajap","irrigation systems","1","","","","simple","simple",""
"Central Java","IdMajap","drinking water supply systems","1","","","","simple","simple",""
"Central Java","IdMajap","markets","1","","","","simple","simple",""
"Central Java","IdMajap","food storage sites","0.9","","","","simple","simple",""
"Central Java","IdMajap","Roads","1","","","","simple","simple",""
"Central Java","IdMajap","Bridges","0.9","","","","simple","simple",""
"Central Java","IdMajap","Canals","0.9","","","","simple","simple",""
"Central Java","IdMajap","Ports","1","","","","simple","simple",""
"Central Java","IdMajap","Mines or quarries","0.9","","","","simple","simple",""
"Central Java","IdMajap","Couriers","0.9","","","","simple","simple",""
"Central Java","IdMajap","Nonwritten records","1","","","","simple","simple",""
"Central Java","IdMajap","Written records","1","","","","simple","simple",""
"Central Java","IdMajap","Script","1","","","","simple","simple",""
"Central Java","IdMajap","Non-phonetic writing","0","","","","simple","simple",""
"Central Java","IdMajap","Phonetic alphabetic writing","1","","","","simple","simple",""
"Central Java","IdMajap","Lists tables and classifications","0.9","","","","simple","simple",""
"Central Java","IdMajap","Calendar","0.9","","","","simple","simple",""
"Central Java","IdMajap","Sacred Texts","0.9","","","","simple","simple",""
"Central Java","IdMajap","Religious literature","1","","","","simple","simple",""
"Central Java","IdMajap","Practical literature","0.9","","","","simple","simple",""
"Central Java","IdMajap","History","1","","","","simple","simple",""
"Central Java","IdMajap","Fiction","1","","","","simple","simple",""
"Central Java","IdMajap","Articles","1","","","","simple","simple",""
"Central Java","IdMajap","Precious metals","1","","","","simple","simple",""
"Central Java","IdMajap","Foreign coins","1","","","","simple","simple",""
"Central Java","IdMajap","Indigenous coins","0","","","","simple","simple",""
"Central Java","IdMajap","Paper currency","0.1","","","","simple","simple",""
"Central Java","IdMajap","elite status is hereditary","1","","","","simple","simple",""
"Central Java","IdMajap","formal system of hereditary social status","1","","","","simple","simple",""
"Central Java","IdMatrm","Polity Population","3000000","3500000","","","complex","range",""
"Central Java","IdMatrm","Polity territory","90000","110000","","","complex","range",""
"Central Java","IdMatrm","Administrative levels","5","","","","simple","simple",""
"Central Java","IdMatrm","Military levels","5","","","","simple","simple",""
"Central Java","IdMatrm","Religious levels","1","3","","","complex","range",""
"Central Java","IdMatrm","Settlement hierarchy","3","","","","simple","simple",""
"Central Java","IdMatrm","Professional military officers","1","","","","simple","simple",""
"Central Java","IdMatrm","Professional soldiers","1","","","","simple","simple",""
"Central Java","IdMatrm","Professional priesthood","1","","","","simple","simple",""
"Central Java","IdMatrm","Full-time bureaucrats","1","","","","simple","simple",""
"Central Java","IdMatrm","Specialized government buildings","1","","","","simple","simple",""
"Central Java","IdMatrm","Courts","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Formal legal code","1","","","","simple","simple",""
"Central Java","IdMatrm","Judges","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Professional Lawyers","1","","","","simple","simple",""
"Central Java","IdMatrm","irrigation systems","0.9","","","","simple","simple",""
"Central Java","IdMatrm","markets","0.9","","","","simple","simple",""
"Central Java","IdMatrm","food storage sites","1","","","","simple","simple",""
"Central Java","IdMatrm","Roads","1","","","","simple","simple",""
"Central Java","IdMatrm","Bridges","1","","","","simple","simple",""
"Central Java","IdMatrm","Canals","1","","","","simple","simple",""
"Central Java","IdMatrm","Ports","1","","","","simple","simple",""
"Central Java","IdMatrm","Mines or quarries","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Couriers","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Nonwritten records","1","","","","simple","simple",""
"Central Java","IdMatrm","Written records","1","","","","simple","simple",""
"Central Java","IdMatrm","Script","1","","","","simple","simple",""
"Central Java","IdMatrm","Non-phonetic writing","0","","","","simple","simple",""
"Central Java","IdMatrm","Phonetic alphabetic writing","1","","","","simple","simple",""
"Central Java","IdMatrm","Lists tables and classifications","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Calendar","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Sacred Texts","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Religious literature","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Practical literature","1","","","","simple","simple",""
"Central Java","IdMatrm","History","1","","","","simple","simple",""
"Central Java","IdMatrm","Fiction","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Articles","1","","","","simple","simple",""
"Central Java","IdMatrm","Indigenous coins","0.9","","","","simple","simple",""
"Central Java","IdMatrm","Paper currency","0.1","","","","simple","simple",""
"Central Java","IdMatrm","elite status is hereditary","1","","","","simple","simple",""
"Central Java","IdMatrm","formal system of hereditary social status","0.9","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Polity Population","500","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Population of the largest settlement","500","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Administrative levels","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Military levels","2","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Religious levels","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Settlement hierarchy","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Professional military officers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Professional soldiers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Professional priesthood","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Full-time bureaucrats","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Examination system","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Merit promotion","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Specialized government buildings","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Courts","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Formal legal code","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Judges","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Professional Lawyers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","irrigation systems","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","drinking water supply systems","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","markets","0.1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","food storage sites","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Roads","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Bridges","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Canals","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Ports","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Mines or quarries","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Couriers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Postal stations","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","General postal service","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Mnemonic devices","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Nonwritten records","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Written records","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Script","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Phonetic alphabetic writing","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Lists tables and classifications","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Calendar","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Sacred Texts","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Religious literature","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Practical literature","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","History","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Philosophy","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Scientific literature","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Fiction","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Articles","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Tokens","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Precious metals","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Foreign coins","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Indigenous coins","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","Paper currency","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","elite status is hereditary","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokE","formal system of hereditary social status","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Polity Population","439000","","1985","","complex","simple","simple"
"Kapuasi Basin","IdBrokL","Polity territory","124450","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Population of the largest settlement","500","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Administrative levels","3","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Military levels","2","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Religious levels","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Settlement hierarchy","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Professional military officers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Professional soldiers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Professional priesthood","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Full-time bureaucrats","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Examination system","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Merit promotion","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Specialized government buildings","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Courts","0","","1841","1924","complex","simple","range"
"Kapuasi Basin","IdBrokL","Courts","1","","1925","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Formal legal code","0","","1841","1924","complex","simple","range"
"Kapuasi Basin","IdBrokL","Formal legal code","1","","1925","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Judges","0","","1841","1924","complex","simple","range"
"Kapuasi Basin","IdBrokL","Judges","1","","1925","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Professional Lawyers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","irrigation systems","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","drinking water supply systems","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","markets","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","food storage sites","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Roads","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Bridges","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Canals","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Ports","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Mines or quarries","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Couriers","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Postal stations","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","General postal service","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Mnemonic devices","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Nonwritten records","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Written records","0","","1841","1921","complex","simple","range"
"Kapuasi Basin","IdBrokL","Written records","1","","1922","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Script","0","","1841","1921","complex","simple","range"
"Kapuasi Basin","IdBrokL","Script","1","","1922","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Phonetic alphabetic writing","0","","1841","1921","complex","simple","range"
"Kapuasi Basin","IdBrokL","Phonetic alphabetic writing","1","","1922","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Lists tables and classifications","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Calendar","0","","1841","1921","complex","simple","range"
"Kapuasi Basin","IdBrokL","Calendar","1","","1922","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Sacred Texts","0","","1841","1921","complex","simple","range"
"Kapuasi Basin","IdBrokL","Sacred Texts","1","","1922","1987","complex","simple","range"
"Kapuasi Basin","IdBrokL","Religious literature","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Practical literature","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","History","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Philosophy","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Scientific literature","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Fiction","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Articles","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Tokens","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Precious metals","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Foreign coins","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Indigenous coins","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","Paper currency","1","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","elite status is hereditary","0","","","","simple","simple",""
"Kapuasi Basin","IdBrokL","formal system of hereditary social status","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Polity Population","10000","30000","","","complex","range",""
"Middle Yellow River Valley","CnYngsh","Population of the largest settlement","200","500","","","complex","range",""
"Middle Yellow River Valley","CnYngsh","Administrative levels","1","2","","","complex","range",""
"Middle Yellow River Valley","CnYngsh","Settlement hierarchy","2","3","","","complex","range",""
"Middle Yellow River Valley","CnYngsh","Professional military officers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Professional soldiers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Full-time bureaucrats","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Examination system","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Merit promotion","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Specialized government buildings","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Courts","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Formal legal code","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Judges","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Professional Lawyers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","irrigation systems","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","drinking water supply systems","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","markets","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","food storage sites","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Roads","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Canals","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Ports","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Couriers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Postal stations","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Written records","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Script","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Phonetic alphabetic writing","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Lists tables and classifications","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Calendar","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Sacred Texts","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Religious literature","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Practical literature","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","History","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Philosophy","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Scientific literature","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Fiction","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Tokens","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Foreign coins","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Indigenous coins","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnYngsh","elite status is hereditary","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Polity territory","1500","2000","","","complex","range",""
"Middle Yellow River Valley","CnLngsh","Population of the largest settlement","14000","56000","","","complex","range",""
"Middle Yellow River Valley","CnLngsh","Administrative levels","3","4","","","complex","range",""
"Middle Yellow River Valley","CnLngsh","Settlement hierarchy","3","4","","","complex","range",""
"Middle Yellow River Valley","CnLngsh","Professional priesthood","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Examination system","0","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Courts","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Formal legal code","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Judges","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Professional Lawyers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","drinking water supply systems","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","food storage sites","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Roads","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Canals","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Mines or quarries","1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Couriers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Postal stations","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Written records","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Script","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Tokens","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Precious metals","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Foreign coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Indigenous coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnLngsh","elite status is hereditary","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Polity territory","10000","20000","","","complex","range",""
"Middle Yellow River Valley","CnErlit","Population of the largest settlement","18000","30000","","","complex","range",""
"Middle Yellow River Valley","CnErlit","Administrative levels","3","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Military levels","3","4","","","complex","range",""
"Middle Yellow River Valley","CnErlit","Religious levels","3","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Settlement hierarchy","4","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Professional soldiers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Professional priesthood","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Full-time bureaucrats","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Examination system","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Specialized government buildings","0","","","","complex","disputed",""
"Middle Yellow River Valley","CnErlit","Specialized government buildings","1","","","","complex","disputed",""
"Middle Yellow River Valley","CnErlit","Courts","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Judges","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Professional Lawyers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Roads","1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Mines or quarries","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Couriers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Postal stations","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Mnemonic devices","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Written records","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Script","1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Lists tables and classifications","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Calendar","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Tokens","1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Foreign coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Indigenous coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlit","elite status is hereditary","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Polity Population","2000000","3000000","","","complex","range",""
"Middle Yellow River Valley","CnErlig","Polity territory","350000","400000","","","complex","range",""
"Middle Yellow River Valley","CnErlig","Population of the largest settlement","500000","1000000","","","complex","range",""
"Middle Yellow River Valley","CnErlig","Administrative levels","3","4","","","complex","range",""
"Middle Yellow River Valley","CnErlig","Military levels","3","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Religious levels","2","3","","","complex","range",""
"Middle Yellow River Valley","CnErlig","Settlement hierarchy","4","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Professional soldiers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Professional priesthood","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Examination system","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Courts","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Formal legal code","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Judges","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Professional Lawyers","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","irrigation systems","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","food storage sites","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Roads","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Mines or quarries","1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Couriers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Postal stations","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Written records","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Script","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Lists tables and classifications","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Calendar","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Religious literature","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Articles","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Tokens","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Foreign coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Indigenous coins","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","Paper currency","0","","","","simple","simple",""
"Middle Yellow River Valley","CnErlig","elite status is hereditary","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Polity Population","5000000","","-1200","","complex","simple","simple"
"Middle Yellow River Valley","CnShang","Polity territory","1000000","","-1200","","complex","simple","simple"
"Middle Yellow River Valley","CnShang","Administrative levels","5","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Military levels","4","5","","","complex","range",""
"Middle Yellow River Valley","CnShang","Religious levels","3","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Settlement hierarchy","3","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Professional military officers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Professional soldiers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Professional priesthood","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Examination system","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Formal legal code","0","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Judges","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","irrigation systems","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","food storage sites","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Roads","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Bridges","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Mines or quarries","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Couriers","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","General postal service","0.1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Nonwritten records","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Written records","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Script","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Non-phonetic writing","1","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Phonetic alphabetic writing","0","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Lists tables and classifications","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Calendar","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Articles","0.9","","","","simple","simple",""
"Middle Yellow River Valley","CnShang","Tokens","1","","","","simple","simple",""
