,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money
1282,TrRomDm-4,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Dominate,310.0,311.0,40000000.0,4000000,800000,8,6.0,5.0,7.0,2580,,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,190,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,1.0,1.0,1.0,46.0,1.0,1.0,1.0,393.0,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire (Principate),continuity,Ostrogothic Kingdom,Greco-Roman,17000000,vassalage,0.0,0.0,1.0,1.0,Christianity,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.6020599913279625,6.6020599913279625,5.903089986991944,6.0,0.8272727272727273,1.0,4.0,1.0,5.0
1286,TrRomDm-5,"['Konya Plain', 'Latium', 'Paris Basin', 'Upper Egypt']",Roman Empire-Dominate,311.0,393.0,40000000.0,4000000,800000,8,6.0,5.0,7.0,2580,,1.0,1.0,1.0,1.0,0.0,0.1,state salary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,190,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.0,1.0,1.0,1.0,46.0,1.0,1.0,1.0,393.0,"['36S', '33T', '31U', '36R']","['Southwest Asia', 'Europe', 'Africa']",Constantinople,unitary state,Greek,Indo-European,Roman Empire (Principate),continuity,Ostrogothic Kingdom,Greco-Roman,17000000,vassalage,moralizing,1.0,1.0,1.0,Christianity,ludi,weekly,,weekly,dies sanguinis,yearly,yearly,yearly,Triumph,once per generation,once per generation,once per generation,sacrifice to Vesta,not applicable,daily,daily,votum pro salute domini,yearly,yearly,yearly,,7.6020599913279625,6.6020599913279625,5.903089986991944,6.0,0.8272727272727273,1.0,4.0,1.0,5.0
1290,TrRum-1,['Konya Plain'],Sultanate of Rum,1076.0,1306.0,1500000.0,250000,30000,4,6.0,4.0,4.0,,,,1.0,1.0,1.0,0.1,0.1,land,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.1,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.1,1.0,1.0,,,0.1,,1.0,1227.0,['36S'],['Southwest Asia'],Konya,confederated state,Arabic,Afro-Asiatic,Byzantine Empire,cultural assimilation,Mongol Empire,Islam,,vassalage,moralizing,1.0,1.0,1.0,Islam,hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.176091259055681,5.3979400086720375,4.477121254719663,4.666666666666667,0.7454545454545454,0.4444444444444444,4.0,1.0,5.0
1291,TrTabal-1,['Konya Plain'],Tabal Kingdoms,-900.0,-730.0,,4000,,3,3.0,,3.0,,,,,,1.0,0.1,,,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,0.1,0.1,0.0,,,,,,,1.0,,['36S'],['Southwest Asia'],Tyana,quasipolity,Luwian,Indo-European,Neo-Hittite Kingdoms,continuity,Assyrian Empire,Neo-Hittite,,alliance,0.0,1.0,1.0,1.0,Hittite Religion,,,,,,,,,,,,,,,,,,,,,,,3.6020599913279625,,3.0,0.2818181818181818,0.1111111111111111,4.0,0.2222222222222222,1.0
1292,TransitionIndia-1,['Garo Hills'],Garo,1866.0,1899.0,,8000,,2,2.0,1.0,3.0,200,0.0,1.0,0.0,0.0,0.0,1.0,1.0,governed population,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1882.0,['46R'],['South Asia'],Tura,loose,Garo,Sino-Tibetan,Mechpara and Karaibari Zamindars,elite migration,Republic of India,South Asia,4771577,vassalage,,,,,,Asongtata ceremony,yearly,yearly,yearly,traumatic birth ritual,once per generation,yearly,once per generation,,once per generation,annually,once per generation,Denbilsia,yearly,yearly,yearly,Wangala,yearly,yearly,yearly,,,3.9030899869919438,,2.0,0.7272727272727273,0.1111111111111111,4.0,0.3333333333333333,6.0
1293,TransitionIndia-2,['Garo Hills'],Garo,1899.0,1955.0,138000.0,8000,,2,2.0,1.0,3.0,200,0.0,1.0,0.0,0.0,0.0,1.0,1.0,governed population,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1882.0,['46R'],['South Asia'],Tura,loose,Garo,Sino-Tibetan,Mechpara and Karaibari Zamindars,elite migration,Republic of India,South Asia,4771577,vassalage,,,,,,Asongtata ceremony,yearly,yearly,yearly,traumatic birth ritual,once per generation,yearly,once per generation,,once per generation,annually,once per generation,Denbilsia,yearly,yearly,yearly,Wangala,yearly,yearly,yearly,,5.139879086401237,3.9030899869919438,,2.0,0.7272727272727273,0.1111111111111111,4.0,0.3333333333333333,6.0
1294,USCahoE-1,['Cahokia'],Cahokia,999.0,1149.0,40000.0,2000,10000,3,2.0,3.0,4.0,,,0.0,,1.0,,0.0,,Land,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1099.0,['15S'],['North America'],,loose,,,Merrell-Edlehardt,continuity,Moorehead,Middle Mississippian,125000-150000,alliance,,,,,Cahokia Religion,summer/autumn feast,not applicable,yearly,yearly,warrior purification ritual,,,,summer/autumn feast,not applicable,yearly,yearly,daybreak ceremony,daily,daily,daily,purification ritual,,,,,4.6020599913279625,3.3010299956639813,4.0,3.0,0.09090909090909091,0.3333333333333333,,0.0,2.0
1295,USCahoL-1,['Cahokia'],Cahokia,1199.0,1274.0,40000.0,2000,10000,3,2.0,3.0,4.0,,,0.0,,1.0,,0.0,,Land,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,1199.0,['15S'],['North America'],,loose,,,Lohmann-Stirling,Continuity,Sand Prairie,Middle Mississippian,125000,none,,,,,Cahokia Religion,summer/autumn feast,not applicable,yearly,yearly,warrior purification ritual,,,,summer/autumn feast,not applicable,yearly,yearly,daybreak ceremony,daily,daily,daily,purification ritual,,,,,4.6020599913279625,3.3010299956639813,4.0,3.0,0.09090909090909091,0.3333333333333333,,0.0,2.0
1296,USHawai-1,['Big Island Hawaii'],Kingdom of Hawaii,1818.0,1819.0,,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,,4.220735530213102,,,0.19090909090909092,0.38888888888888895,4.0,0.4444444444444444,4.0
1297,USHawai-10,['Big Island Hawaii'],Kingdom of Hawaii,1853.0,1854.0,71019.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,1.0,0.0,1.0,1.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,4.85137455282142,4.220735530213102,,,0.4636363636363636,0.38888888888888895,4.0,0.4444444444444444,4.0
1298,USHawai-2,['Big Island Hawaii'],Kingdom of Hawaii,1819.0,1822.0,,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,,4.220735530213102,,,0.19090909090909092,0.38888888888888895,4.0,0.4444444444444444,4.0
1299,USHawai-3,['Big Island Hawaii'],Kingdom of Hawaii,1822.0,1826.0,142050.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,5.152441238058954,4.220735530213102,,,0.19090909090909092,0.38888888888888895,4.0,0.4444444444444444,4.0
1300,USHawai-4,['Big Island Hawaii'],Kingdom of Hawaii,1826.0,1827.0,142050.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,5.152441238058954,4.220735530213102,,,0.19090909090909092,0.38888888888888895,4.0,0.4444444444444444,4.0
1301,USHawai-5,['Big Island Hawaii'],Kingdom of Hawaii,1827.0,1835.0,142050.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,5.152441238058954,4.220735530213102,,,0.2818181818181818,0.38888888888888895,4.0,0.4444444444444444,4.0
1302,USHawai-6,['Big Island Hawaii'],Kingdom of Hawaii,1835.0,1839.0,142050.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,5.152441238058954,4.220735530213102,,,0.2818181818181818,0.38888888888888895,4.0,0.4444444444444444,4.0
1303,USHawai-7,['Big Island Hawaii'],Kingdom of Hawaii,1839.0,1840.0,142050.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,5.152441238058954,4.220735530213102,,,0.2818181818181818,0.38888888888888895,4.0,0.4444444444444444,4.0
1304,USHawai-8,['Big Island Hawaii'],Kingdom of Hawaii,1840.0,1852.0,142050.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,1.0,0.0,1.0,1.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,5.152441238058954,4.220735530213102,,,0.4636363636363636,0.38888888888888895,4.0,0.4444444444444444,4.0
1305,USHawai-9,['Big Island Hawaii'],Kingdom of Hawaii,1852.0,1853.0,71019.0,16624,,5,,,,,,0.0,0.1,1.0,1.0,0.0,,,1.0,0.0,1.0,1.0,0.1,,0.1,,1.0,0.1,,0.1,1.0,1.0,1.0,0.1,,,,,1.0,0.1,,,,1.0,,1.0,,,0.1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.1,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,,"['4Q', '5Q']",['Oceania-Australia'],Honolulu,confederated state,Hawaiian,Austronesian,,,,,,nominal allegiance,moralizing,1.0,1.0,0.0,Christianity,,,,,,,,,,,,,,,,,,,,,,4.85137455282142,4.220735530213102,,,0.4636363636363636,0.38888888888888895,4.0,0.4444444444444444,4.0
1306,USIllin-1,['Cahokia'],Inoca,1599.0,1639.0,,14000,2000,2,2.0,1.0,1.0,,,0.1,,,,0.1,,,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,,,,,0.1,,,1.0,,,,0.1,0.1,1.0,,,1.0,,,1.0,0.1,0.1,,0.1,0.1,,,,,,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,,,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Oneota,population migration,Late Illinois Confederation,,,,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,,4.146128035678238,3.3010299956639813,1.3333333333333333,0.018181818181818184,0.16666666666666666,2.0,0.0,2.0
1307,USIllin-2,['Cahokia'],Inoca,1639.0,1672.0,,14000,2000,2,2.0,1.0,1.0,,,0.1,,,,0.1,,,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,,,,,0.1,,,1.0,,,,0.1,0.1,1.0,,,1.0,,,1.0,0.1,0.1,,0.1,0.1,,,,,,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,,,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Oneota,population migration,Late Illinois Confederation,,,,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,,4.146128035678238,3.3010299956639813,1.3333333333333333,0.018181818181818184,0.16666666666666666,2.0,0.0,2.0
1308,USIllin-3,['Cahokia'],Inoca,1672.0,1699.0,,14000,2000,2,2.0,1.0,1.0,,,0.1,,,,0.1,,,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,,,,,0.1,,,1.0,,,,0.1,0.1,1.0,,,1.0,,,1.0,0.1,0.1,,0.1,0.1,,,,,,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,,,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Oneota,population migration,Late Illinois Confederation,,,nominal allegiance,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,,4.146128035678238,3.3010299956639813,1.3333333333333333,0.018181818181818184,0.16666666666666666,2.0,0.0,2.0
1309,USIllin-4,['Cahokia'],Inoca,1699.0,1716.0,8000.0,14000,2000,2,2.0,1.0,1.0,,,0.1,,,,0.1,,,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,,,,,0.1,,,1.0,,,,0.1,0.1,1.0,,,1.0,1.0,,1.0,0.1,0.1,,0.1,0.1,,,,,,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,,,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Oneota,population migration,Late Illinois Confederation,,,nominal allegiance,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,3.9030899869919438,4.146128035678238,3.3010299956639813,1.3333333333333333,0.018181818181818184,0.16666666666666666,2.0,0.0,2.0
1310,USIllin-5,['Cahokia'],Inoca,1716.0,1799.0,8000.0,14000,2000,2,2.0,1.0,1.0,,,0.1,,,,0.1,,,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,,,,,0.1,,,1.0,,,,0.1,0.1,1.0,,,1.0,1.0,,1.0,0.1,0.1,,0.1,0.1,,,,,,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,,,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Oneota,population migration,Late Illinois Confederation,,,nominal allegiance,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,3.9030899869919438,4.146128035678238,3.3010299956639813,1.3333333333333333,0.018181818181818184,0.16666666666666666,2.0,0.0,2.0
1311,USIllin-6,['Cahokia'],Inoca,1799.0,1831.0,600.0,14000,2000,2,2.0,1.0,1.0,,,0.1,,,,0.1,,,,0.0,0.0,0.0,0.1,1.0,0.1,,1.0,,,,,0.1,,,1.0,,,,0.1,0.1,1.0,,,1.0,1.0,,1.0,0.1,0.1,,0.1,0.1,,,,,,1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,1.0,,,0.1,0.1,,,1.0,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Oneota,population migration,Late Illinois Confederation,,,nominal allegiance,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,2.7781512503836434,4.146128035678238,3.3010299956639813,1.3333333333333333,0.018181818181818184,0.16666666666666666,2.0,0.0,2.0
1312,USIllinL-1,['Cahokia'],Late Illinois Confederation,1717.0,1762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Inoca,continuity,,,,nominal allegiance,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,,,,,,,,,
1313,USIllinL-2,['Cahokia'],Late Illinois Confederation,1762.0,1777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['15S'],['North America'],none,quasi-polity,Miami Illinois,Algonquian,Inoca,continuity,,,,nominal allegiance,,,,,Illinois Religion,Calumet,,,,appeasement of Manito,,,,special feast,not applicable,,,funerary rituals,,,,wedding rituals,,not applicable,,,,,,,,,,,
1314,USKameh-1,['Big Island Hawaii'],Kingdom of Hawaii,1777.0,1799.0,,,,5,3.0,2.0,2.0,,,0.1,0.0,1.0,1.0,0.1,1.0,,,0.1,0.0,0.1,0.1,,0.1,,,0.1,,1.0,1.0,1.0,0.1,0.1,,,68,,0.1,0.1,,,0.1,1.0,,1.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.1,,1.0,,0.1,0.1,0.1,1809.0,"['4Q', '5Q']",['Oceania-Australia'],none,unitary state,Hawaiian,Austronesian,,,,,,nominal allegiance,active,,1.0,1.0,Hawaiian Religion,kapu Makahiki sensu stricto,not applicable,yearly,yearly,hono,,yearly,yearly,kapu Makahiki sensu stricto,not applicable,yearly,yearly,,,,,daily offering,not applicable,not applicable,daily,,,,,2.3333333333333335,0.3181818181818182,0.2888888888888889,2.0,0.0,2.0
