Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
AfGrBct-100,"['Kachi Plain', 'Sogdiana']",Greco-Bactrian Kingdom,-100,0,1500000,2200000,25000,4,5,1,3,600,,,1,1,1,0.1,0.1,land,1,,1,,1,1,0.1,1,1,1,1,1,1,1,1,1,1,,,35,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0.1,,1,-180,"['42R', '42S']","['South Asia', 'Central Eurasia']",Bactra,unitary state,Bactrian,Indo-European,Seleucid Empire,continuity,Sakas,Greek,4500000,alliance,moralizing,0,1,,,civic festival,,,,,,,,civic festival,,,,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,6.17609125905568,6.34242268082221,4.39794000867204,3,0.563636363636364,0.9,4,1,5,AfGrBct,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,18.7323040987783,24.7043650362227,0,19.2367932073458,25.3696907232888,0,13.3391082150597,17.5917600346882,0,9.09910652857278,12,0,1.70952910536822,2.25454545454545,0,2.72973195857183,3.6,0,12.132142038097,16,0,3.03303550952426,4,0,15.1651775476213,20
IrPart1+0,"['Kachi Plain', 'Susiana']",Parthian Empire,0,100,25000000,3000000,400000,5,6,3,4,940,,,0.1,1,1,0,0,land,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,91.5,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,,6,0.1,1,1,-120,"['42R', '39R']","['South Asia', 'Southwest Asia']",Ctesiphon,confederated state,Pahlavi,Indo-European,Confederacy of the Dahae,elite migration,Sassanid Empire,Greco-Bactrian,3500000,alliance,moralizing,,,,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,7.39794000867204,6.47712125471966,5.60205999132796,4.33333333333333,0.554545454545455,1,4,1,5,IrPart1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",34.6744155997528,7.45581962544753,27.7422750325201,31.9791111287755,6.52779661780615,24.2892047051987,25.7781512503836,5.645889095791,21.0077249674799,22.3333333333333,4.36723624041284,16.25,4.11818181818182,0.558884078318567,2.07954545454545,4.9,1.00782374778758,3.75,20,4.03129499115032,15,5,1.00782374778758,3.75,25,5.03911873893789,18.75
IrPart1+100,"['Kachi Plain', 'Susiana']",Parthian Empire,100,200,25000000,3000000,400000,5,6,3,4,940,,,0.1,1,1,0,0,land,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,91.5,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,0,1,1,1,1,1,1,1,1,1,1,1,,1,0,1,1,,6,0.1,1,1,-120,"['42R', '39R']","['South Asia', 'Southwest Asia']",Ctesiphon,confederated state,Pahlavi,Indo-European,Confederacy of the Dahae,elite migration,Sassanid Empire,Greco-Bactrian,3500000,alliance,moralizing,,,,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,7.39794000867204,6.47712125471966,5.60205999132796,4.33333333333333,0.554545454545455,1,4,1,5,IrPart1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",42.0723556084249,22.2938095549679,33.2907300390242,38.4562323834951,19.5189076348127,29.1470456462385,31.3802112417116,16.8818966382223,25.2092699609758,26.6666666666667,13.0585687310634,19.5,4.67272727272727,1.6711315229263,2.49545454545455,5.9,3.01351586101463,4.5,24,12.0540634440585,18,6,3.01351586101463,4.5,30,15.0675793050732,22.5
AfKushn+100,"['Kachi Plain', 'Sogdiana']",Kushan Empire,100,200,12500000,2000000,150000,4,4,2,4,1000,,,1,1,1,0.1,0,governed population,1,,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,0,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,,1,228,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.09691001300806,6.30102999566398,5.17609125905568,3.33333333333333,0.645454545454545,0.9,4,0.777777777777778,5,AfKushn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,21.3866508883934,21.2907300390242,0,18.9882538326624,18.9030899869919,0,15.5982331072235,15.528273777167,0,10.0450528700488,10,0,1.94508751029126,1.93636363636364,0,2.71216427491317,2.7,0,12.0540634440585,12,0,2.34384566967805,2.33333333333333,0,15.0675793050732,15
AfKushn+200,"['Kachi Plain', 'Sogdiana']",Kushan Empire,200,300,12500000,2000000,100000,4,4,2,4,1000,,,1,1,1,0.1,0,governed population,1,,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,0,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,,1,228,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.09691001300806,6.30102999566398,5,3.33333333333333,0.645454545454545,0.9,4,0.777777777777778,5,AfKushn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",49.4702956170969,7.14677618861422,17.7422750325201,44.9333536382148,6.34530394977747,15.75257498916,36.9822712330396,5.03513231498973,12.5,31,3.35675487665982,8.33333333333333,5.22727272727273,0.649989807935038,1.61363636363636,6.9,0.906323816698152,2.25,28,4.02810585199179,10,7,0.783242804553959,1.94444444444444,35,5.03513231498973,12.5
AfKushn+300,"['Kachi Plain', 'Sogdiana']",Kushan Empire,300,400,12500000,2000000,100000,4,4,2,4,1000,,,1,1,1,0.1,0,governed population,1,,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,0,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,,1,228,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.09691001300806,6.30102999566398,5,3.33333333333333,0.645454545454545,0.9,4,0.777777777777778,5,AfKushn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",56.567205630105,28.4342206850685,30.1618675552842,51.2343836338788,25.2454768500025,26.7793774815719,41.9822712330396,20.0328175452069,21.25,34.3333333333333,13.3552116968046,14.1666666666667,5.87272727272727,2.58605462856307,2.74318181818182,7.8,3.60590715813724,3.825,32,16.0262540361655,17,7.77777777777778,3.11621606258774,3.30555555555556,40,20.0328175452069,21.25
IrSasn1+300,"['Kachi Plain', 'Sogdiana', 'Susiana']",,300,400,5000000,2600000,100000,6,7,4,5,1300,,0,0,1,0,0.1,0.1,land,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,350,10,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0.1,1,1,343,"['42R', '42S', '39R']","['South Asia', 'Central Eurasia', 'Southwest Asia']",Ecbatana,unitary state,Pahlavi,Indo-European,Parthian Empire,continuity,Sassanid Empire - Second Period,Persian,3000000,alliance,moralizing,1,1,0.1,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,6.69897000433602,6.41497334797082,5,5.33333333333333,0.563636363636364,1,4,1,5,IrSasn1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,26.8398487675355,43.5433050281841,0,25.7019981274529,41.6973267618103,0,20.0328175452069,32.5,0,21.3683387148874,34.6666666666667,0,2.25824488691423,3.66363636363636,0,4.00656350904138,6.5,0,16.0262540361655,26,0,4.00656350904138,6.5,0,20.0328175452069,32.5
IrSasn1+400,"['Kachi Plain', 'Sogdiana', 'Susiana']",,400,500,5000000,3100000,250000,6,7,4,5,1300,,0,0,1,0,0.1,0.1,land,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,350,10,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0.1,1,1,343,"['42R', '42S', '39R']","['South Asia', 'Central Eurasia', 'Southwest Asia']",Ecbatana,unitary state,Pahlavi,Indo-European,Parthian Empire,continuity,Sassanid Empire - Second Period,Persian,3000000,alliance,moralizing,1,1,0.1,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,6.69897000433602,6.49136169383427,5.39794000867204,5.33333333333333,0.563636363636364,1,4,1,5,IrSasn1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",63.664115643113,26.8808369909714,28.4706225184281,57.5354136295428,26.0477708406593,27.5882871987956,46.9822712330396,21.6602172223845,22.9412450368562,37.6666666666667,21.4009711730389,22.6666666666667,6.51818181818182,2.26169354442343,2.39545454545454,8.7,4.0126820949448,4.25,36,16.0507283797792,17,8.55555555555556,4.0126820949448,4.25,45,20.063410474724,21.25
AfKushn+400,"['Kachi Plain', 'Sogdiana']",Kushan Empire,400,500,12500000,2000000,100000,4,4,2,4,1000,,,1,1,1,0.1,0,governed population,1,,1,1,1,1,1,1,1,0.1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,0,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,,1,228,"['42R', '42S']","['South Asia', 'Central Eurasia']",Purushapura,confederated state,Kharoshthi,Indo-European,Tocharians,continuity,Sassanid Empire - First Period,Greco-Persian,4000000,vassalage,inactive,0.5,1,0.1,,Nowruz,not applicable,yearly,yearly,,,,,Nowruz,not applicable,yearly,yearly,,,,,,,,,,7.09691001300806,6.30102999566398,5,3.33333333333333,0.645454545454545,0.9,4,0.777777777777778,5,AfKushn,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,28.4776437386319,24.8391850455282,0,25.284030243311,22.0536049848239,0,20.063410474724,17.5,0,13.3756069831493,11.6666666666667,0,2.59000389764619,2.25909090909091,0,3.61141388545032,3.15,0,16.0507283797792,14,0,3.12097496273485,2.72222222222222,0,20.063410474724,17.5
IrSasn2+500,"['Kachi Plain', 'Konya Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Sasanid Empire,500,600,8900000,3450000,400000,6,7,4,6,2300,,0,0,1,0,0,0,state salary,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,,,,1,1,569,"['42R', '36S', '42S', '39R', '36R', '38P']","['South Asia', 'Southwest Asia', 'Central Eurasia', 'Africa']",Ctesiphon,unitary state,Pahlavi,Indo-European,Sassanid Empire - First Period,continuity,Islamic Caliphate - Rashidun Dynasty,Persian,3000000,alliance,moralizing,1,1,0.1,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,6.94939000664491,6.53781909507327,5.60205999132796,5.66666666666667,0.545454545454545,0.888888888888889,4,1,5,IrSasn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",70.363085647449,55.8125440264257,62.5445100598042,64.0267753233771,52.5071000090194,58.8403718556595,52.3802112417116,44.9917502983289,50.4185399219517,43,45.5106250352907,51,7.08181818181818,4.38070187505471,4.90909090909091,9.7,7.13892157416324,8,40,32.1251470837346,36,9.55555555555556,8.03128677093364,9,50,40.1564338546682,45
IrSasn1+500,"['Kachi Plain', 'Sogdiana', 'Susiana']",,500,600,5000000,3100000,250000,6,7,4,5,1300,,0,0,1,0,0.1,0.1,land,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,350,10,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0.1,1,1,343,"['42R', '42S', '39R']","['South Asia', 'Central Eurasia', 'Southwest Asia']",Ecbatana,unitary state,Pahlavi,Indo-European,Parthian Empire,continuity,Sassanid Empire - Second Period,Persian,3000000,alliance,moralizing,1,1,0.1,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,6.69897000433602,6.49136169383427,5.39794000867204,5.33333333333333,0.563636363636364,1,4,1,5,IrSasn1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,53.8013491747052,60.2907300390242,0,52.1339872970366,58.4222552445085,0,43.3524041819412,48.5814600780483,0,42.8335294449794,48,0,4.52672527088987,5.07272727272727,0,8.03128677093364,9,0,32.1251470837346,36,0,8.03128677093364,9,0,40.1564338546682,45
IrSasn2+600,"['Kachi Plain', 'Konya Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Sasanid Empire,600,700,12700000,2600000,500000,6,7,4,6,2300,,0,1,1,1,0,0,state salary,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,,,,1,1,569,"['42R', '36S', '42S', '39R', '36R', '38P']","['South Asia', 'Southwest Asia', 'Central Eurasia', 'Africa']",Ctesiphon,unitary state,Pahlavi,Indo-European,Sassanid Empire - First Period,continuity,Islamic Caliphate - Rashidun Dynasty,Persian,3000000,alliance,moralizing,1,1,0.1,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,7.10380372095596,6.41497334797082,5.69897000433602,5.66666666666667,0.727272727272727,0.888888888888889,4,1,5,IrSasn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",77.312475654094,36.0949859636206,47.9506751164527,70.5645944184503,32.5949846092943,43.301070098803,57.9822712330396,28.9569152518648,38.4680475292681,48.6666666666667,28.7927794500389,38.25,7.62727272727273,3.69532998289269,4.90909090909091,10.5888888888889,4.5165144235355,6,44,20.3243149059098,27,10.5555555555556,5.08107872647744,6.75,55,25.4053936323872,33.75
SyCalUm+700,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Umayyad Caliphate,700,800,23000000,9000000,200000,5,3,2,6,3800,,0.1,1,1,1,0,1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,50,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,20,0,1,1,723,"['42R', '42S', '39R', '36R', '38P']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Harran,unitary state,Persian,Afro-Asiatic,Rashidun Caliphate,continunity,Abbasid Caliphate,Islam,9000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.36172783601759,6.95424250943933,5.30102999566398,3.66666666666667,0.645454545454545,1,4,1,5,SyCalUm,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",84.4162793750499,74.0788192299848,29.4469113440704,76.9795677664211,69.978418818715,27.8169700377573,63.6812412373756,53.3426461190599,21.2041199826559,54.3333333333333,36.896547010022,14.6666666666667,8.35454545454545,6.49501199432619,2.58181818181818,11.4777777777778,10.0626946390969,4,48,40.2507785563877,16,11.5555555555556,10.0626946390969,4,60,50.3134731954846,20
IrSasn2+700,"['Kachi Plain', 'Konya Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Sasanid Empire,700,800,22100000,2600000,500000,6,7,4,6,2300,,0,1,1,1,0,0,state salary,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,1,,,,1,1,569,"['42R', '36S', '42S', '39R', '36R', '38P']","['South Asia', 'Southwest Asia', 'Central Eurasia', 'Africa']",Ctesiphon,unitary state,Pahlavi,Indo-European,Sassanid Empire - First Period,continuity,Islamic Caliphate - Rashidun Dynasty,Persian,3000000,alliance,moralizing,1,1,0.1,,Nowruz,not applicable,yearly,yearly,Zoroastrian mortuary ritual,,weekly,,Nowruz,not applicable,yearly,yearly,Yasna,daily,daily,daily,Yasna,daily,daily,daily,,7.34439227368511,6.41497334797082,5.69897000433602,5.66666666666667,0.727272727272727,0.888888888888889,4,1,5,IrSasn2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,73.904376759836,55.0829420526383,0,64.5519179185755,48.1123001097811,0,57.3469949110062,42.7422750325201,0,57.0219362882159,42.5,0,7.31832337388866,5.45454545454546,0,8.94461745697503,6.66666666666667,0,40.2507785563877,30,0,10.0626946390969,7.5,0,50.3134731954846,37.5
SyCalUm+800,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt', 'Yemeni Coastal Plain']",Umayyad Caliphate,800,900,23000000,9000000,200000,5,5,2,6,3800,,0.1,1,1,1,0,1,state salary,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,50,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,20,0,1,1,723,"['42R', '42S', '39R', '36R', '38P']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Harran,unitary state,Persian,Afro-Asiatic,Rashidun Caliphate,continunity,Abbasid Caliphate,Islam,9000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Id al Fitr,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.36172783601759,6.95424250943933,5.30102999566398,4.33333333333333,0.645454545454545,1,4,1,5,SyCalUm,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",91.7780072110675,59.5355099582831,29.4469113440704,83.9338102758605,56.2401087618871,27.8169700377573,68.9822712330396,42.8703058746515,21.2041199826559,58,35.0443829989222,17.3333333333333,9,5.21989760753176,2.58181818181818,12.4777777777778,8.08716530744357,4,52,32.3486612297743,16,12.5555555555556,8.08716530744357,4,65,40.4358265372179,20
IqAbbs1+800,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt']",Abbasid Caliphate,800,900,23000000,8300000,700000,6,6,2,6,,,0.1,1,0,1,0,0,state salary,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,245,52,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,808,"['42R', '42S', '39R', '36R']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Merv,nominal,Arabic,,Umayyad Caliphate,continuity,Buyid Dynasty,Perso-Islamic,11000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,7.36172783601759,6.91907809237608,5.84509804001426,4.66666666666667,0.554545454545455,1,4,1,5,IqAbbs1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,59.5355099582831,22.0851835080528,0,55.9557283081567,20.7572342771282,0,47.2702740878098,17.5352941200428,0,37.74010476807,14,0,4.48470076140053,1.66363636363636,0,8.08716530744357,3,0,32.3486612297743,12,0,8.08716530744357,3,0,40.4358265372179,15
IqAbbs1+900,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt']",Abbasid Caliphate,900,1000,9000000,1000000,900000,6,6,2,6,,,0.1,1,0,1,0,0,state salary,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,245,52,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,808,"['42R', '42S', '39R', '36R']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Merv,nominal,Arabic,,Umayyad Caliphate,continuity,Buyid Dynasty,Perso-Islamic,11000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.95424250943933,6,5.95424250943933,4.66666666666667,0.554545454545455,1,4,1,5,IqAbbs1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",99.1397350470851,21.1268567433921,27.8169700377573,90.8880527852998,18.2278861124405,24,74.2833012287035,18.088875724652,23.8169700377573,62.3333333333333,14.1772447541204,18.6666666666667,9.64545454545454,1.68469856493768,2.21818181818182,13.4777777777778,3.03798101874008,4,56,12.1519240749603,16,13.5555555555556,3.03798101874008,4,70,15.1899050937004,20
IqAbbs1+1000,"['Kachi Plain', 'Sogdiana', 'Susiana', 'Upper Egypt']",Abbasid Caliphate,1000,1100,9000000,1000000,900000,6,6,2,6,,,0.1,1,0,1,0,0,state salary,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,245,52,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,0,1,1,808,"['42R', '42S', '39R', '36R']","['South Asia', 'Central Eurasia', 'Southwest Asia', 'Africa']",Merv,nominal,Arabic,,Umayyad Caliphate,continuity,Buyid Dynasty,Perso-Islamic,11000000,none,moralizing,1,1,1,Islam,Hajj,yearly,yearly,once in a lifetime,Arafat wuquf,not applicable,yearly,once in a lifetime,Nowruz,not applicable,yearly,yearly,salat al jum a,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,,6.95424250943933,6,5.95424250943933,4.66666666666667,0.554545454545455,1,4,1,5,IqAbbs1,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",106.093977556524,21.3204793320436,41.725455056636,96.8880527852998,18.3949403286735,36,80.2375437381429,18.2546559439313,35.725455056636,67,14.3071758111905,28,10.2,1.7001384243168,3.32727272727273,14.4777777777778,3.06582338811226,6,60,12.263293552449,24,14.5555555555556,3.06582338811226,6,75,15.3291169405613,30
